Woonplaatscode,Woonplaats,Gemeentecode,Gemeente,COROP-gebiedcode,COROP-gebied
1879,Koog aan de Zaan,0479,Zaanstad,22,Zaanstreek
1880,Krommenie,0479,Zaanstad,22,Zaanstreek
1881,Westknollendam,0479,Zaanstad,22,Zaanstreek
1882,Westzaan,0479,Zaanstad,22,Zaanstreek
1883,Wormerveer,0479,Zaanstad,22,Zaanstreek
1884,Zaandam,0479,Zaanstad,22,Zaanstreek
1885,Zaandijk,0479,Zaanstad,22,Zaanstreek
1886,Driehuizen,0361,Alkmaar,19,Alkmaar en omgeving
1887,Grootschermer,0361,Alkmaar,19,Alkmaar en omgeving
1888,Oterleek,0361,Alkmaar,19,Alkmaar en omgeving
1889,Schermerhorn,0361,Alkmaar,19,Alkmaar en omgeving
1890,Stompetoren,0361,Alkmaar,19,Alkmaar en omgeving
1891,Ursem,0361,Alkmaar,19,Alkmaar en omgeving
1892,Zuidschermer,0361,Alkmaar,19,Alkmaar en omgeving
1893,Scheemda,1895,Oldambt,01,Oost-Groningen
1894,Nieuw Scheemda,1895,Oldambt,01,Oost-Groningen
1895,'t Waar,1895,Oldambt,01,Oost-Groningen
1896,Nieuwolda,1895,Oldambt,01,Oost-Groningen
1897,Midwolda,1895,Oldambt,01,Oost-Groningen
1898,Oostwold,1895,Oldambt,01,Oost-Groningen
1899,Heiligerlee,1895,Oldambt,01,Oost-Groningen
1900,Westerlee,1895,Oldambt,01,Oost-Groningen
1903,Graft,0361,Alkmaar,19,Alkmaar en omgeving
1905,Noordeinde,0361,Alkmaar,19,Alkmaar en omgeving
1908,West-Graftdijk,0361,Alkmaar,19,Alkmaar en omgeving
1909,Hekendorp,0589,Oudewater,17,Utrecht
1910,Oudewater,0589,Oudewater,17,Utrecht
1911,Papekop,0589,Oudewater,17,Utrecht
1912,Snelrewaard,0589,Oudewater,17,Utrecht
1913,Stein,0971,Stein (L.),39,Zuid-Limburg
1914,Elsloo,0971,Stein (L.),39,Zuid-Limburg
1915,Urmond,0971,Stein (L.),39,Zuid-Limburg
1916,Thorn,1641,Maasgouw,38,Midden-Limburg
1917,Heel,1641,Maasgouw,38,Midden-Limburg
1918,Beegden,1641,Maasgouw,38,Midden-Limburg
1919,Wessem,1641,Maasgouw,38,Midden-Limburg
1920,Maasbracht,1641,Maasgouw,38,Midden-Limburg
1921,Linne,1641,Maasgouw,38,Midden-Limburg
1922,Stevensweert,1641,Maasgouw,38,Midden-Limburg
1923,Ohé en Laak,1641,Maasgouw,38,Midden-Limburg
1924,Almelo,0141,Almelo,12,Twente
1925,Aadorp,0141,Almelo,12,Twente
1926,Bornerbroek,0141,Almelo,12,Twente
1927,Noordwijkerhout,0575,Noordwijk,25,Agglomeratie Leiden en Bollenstreek
1928,De Zilk,0575,Noordwijk,25,Agglomeratie Leiden en Bollenstreek
1931,Wilnis,0736,De Ronde Venen,17,Utrecht
1935,Schiedam,0606,Schiedam,29,Groot-Rijnmond
1936,Westervoort,0293,Westervoort,15,Arnhem/Nijmegen
1937,Bergen op Zoom,0748,Bergen op Zoom,33,West-Noord-Brabant
1938,Halsteren,0748,Bergen op Zoom,33,West-Noord-Brabant
1939,Lepelstraat,0748,Bergen op Zoom,33,West-Noord-Brabant
1940,Broek in Waterland,0852,Waterland,23,Groot-Amsterdam
1941,Ilpendam,0852,Waterland,23,Groot-Amsterdam
1942,Katwoude,0852,Waterland,23,Groot-Amsterdam
1943,Marken,0852,Waterland,23,Groot-Amsterdam
1944,Monnickendam,0852,Waterland,23,Groot-Amsterdam
1945,Watergang,0852,Waterland,23,Groot-Amsterdam
1946,Purmer,0852,Waterland,23,Groot-Amsterdam
1947,Uitdam,0852,Waterland,23,Groot-Amsterdam
1948,Zuiderwoude,0852,Waterland,23,Groot-Amsterdam
1949,Reuver,0889,Beesel,37,Noord-Limburg
1950,Beesel,0889,Beesel,37,Noord-Limburg
1951,Babyloniënbroek,1959,Altena,34,Midden-Noord-Brabant
1952,Drongelen,1959,Altena,34,Midden-Noord-Brabant
1953,Eethen,1959,Altena,34,Midden-Noord-Brabant
1954,Genderen,1959,Altena,34,Midden-Noord-Brabant
1955,Meeuwen,1959,Altena,34,Midden-Noord-Brabant
1956,Veen,1959,Altena,34,Midden-Noord-Brabant
1957,Wijk en Aalburg,1959,Altena,34,Midden-Noord-Brabant
1958,Benschop,0331,Lopik,17,Utrecht
1959,Jaarsveld,0331,Lopik,17,Utrecht
1960,Lopik,0331,Lopik,17,Utrecht
1961,Lopikerkapel,0331,Lopik,17,Utrecht
1962,Polsbroek,0331,Lopik,17,Utrecht
1963,Linschoten,0335,Montfoort,17,Utrecht
1964,Montfoort,0335,Montfoort,17,Utrecht
1965,Workum,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
1966,Koudum,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
1967,Molkwerum,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
1968,Hindeloopen,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
1969,Stavoren,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
1970,Hemelum,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
1971,Warns,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
1972,Nijhuizum,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
1973,It Heidenskip,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
1974,Weert,0988,Weert,38,Midden-Limburg
1975,Stramproy,0988,Weert,38,Midden-Limburg
1976,Mill,1982,Land van Cuijk,35,Noordoost-Noord-Brabant
1977,Sint Hubert,1982,Land van Cuijk,35,Noordoost-Noord-Brabant
1978,Langenboom,1982,Land van Cuijk,35,Noordoost-Noord-Brabant
1979,Wilbertoord,1982,Land van Cuijk,35,Noordoost-Noord-Brabant
1980,Bleskensgraaf ca,1978,Molenlanden,30,Zuidoost-Zuid-Holland
1981,Brandwijk,1978,Molenlanden,30,Zuidoost-Zuid-Holland
1983,Molenaarsgraaf,1978,Molenlanden,30,Zuidoost-Zuid-Holland
1985,Oud-Alblas,1978,Molenlanden,30,Zuidoost-Zuid-Holland
1986,Wijngaarden,1978,Molenlanden,30,Zuidoost-Zuid-Holland
1987,Barger-Compascuum,0114,Emmen,08,Zuidoost-Drenthe
1988,Emmen,0114,Emmen,08,Zuidoost-Drenthe
1989,Emmer-Compascuum,0114,Emmen,08,Zuidoost-Drenthe
1990,Erica,0114,Emmen,08,Zuidoost-Drenthe
1991,Klazienaveen,0114,Emmen,08,Zuidoost-Drenthe
1992,Klazienaveen-Noord,0114,Emmen,08,Zuidoost-Drenthe
1993,Nieuw-Amsterdam,0114,Emmen,08,Zuidoost-Drenthe
1994,Nieuw-Dordrecht,0114,Emmen,08,Zuidoost-Drenthe
1995,Nieuw-Schoonebeek,0114,Emmen,08,Zuidoost-Drenthe
1996,Nieuw-Weerdinge,0114,Emmen,08,Zuidoost-Drenthe
1997,Roswinkel,0114,Emmen,08,Zuidoost-Drenthe
1998,Schoonebeek,0114,Emmen,08,Zuidoost-Drenthe
1999,Veenoord,0114,Emmen,08,Zuidoost-Drenthe
2000,Weiteveen,0114,Emmen,08,Zuidoost-Drenthe
2001,Zandpol,0114,Emmen,08,Zuidoost-Drenthe
2002,Zwartemeer,0114,Emmen,08,Zuidoost-Drenthe
2003,Sassenheim,1525,Teylingen,25,Agglomeratie Leiden en Bollenstreek
2004,Voorhout,1525,Teylingen,25,Agglomeratie Leiden en Bollenstreek
2006,Wageningen,0289,Wageningen,13,Veluwe
2008,Baaium,1949,Waadhoeke,04,Noord-Friesland
2009,Baard,0080,Leeuwarden,04,Noord-Friesland
2010,Bears,0080,Leeuwarden,04,Noord-Friesland
2011,Boazum,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2012,Britswert,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2013,Easterein,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2014,Easterlittens,0080,Leeuwarden,04,Noord-Friesland
2015,Easterwierrum,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2016,Hidaard,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2017,Hilaard,0080,Leeuwarden,04,Noord-Friesland
2018,Hinnaard,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2019,Húns,0080,Leeuwarden,04,Noord-Friesland
2020,Iens,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2021,Itens,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2022,Jellum,0080,Leeuwarden,04,Noord-Friesland
2023,Jorwert,0080,Leeuwarden,04,Noord-Friesland
2024,Kûbaard,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2025,Leons,0080,Leeuwarden,04,Noord-Friesland
2026,Lytsewierrum,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2027,Mantgum,0080,Leeuwarden,04,Noord-Friesland
2028,Reahûs,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2029,Rien,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2030,Spannum,1949,Waadhoeke,04,Noord-Friesland
2031,Waaksens,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2032,Weidum,0080,Leeuwarden,04,Noord-Friesland
2033,Winsum,1949,Waadhoeke,04,Noord-Friesland
2034,Wiuwert,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2035,Wjelsryp,1949,Waadhoeke,04,Noord-Friesland
2036,Wommels,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2037,Nederweert,0946,Nederweert,38,Midden-Limburg
2038,Ospel,0946,Nederweert,38,Midden-Limburg
2039,Nederweert-Eind,0946,Nederweert,38,Midden-Limburg
2040,Leveroy,0946,Nederweert,38,Midden-Limburg
2041,Echt,1711,Echt-Susteren,38,Midden-Limburg
2042,Koningsbosch,1711,Echt-Susteren,38,Midden-Limburg
2043,Maria Hoop,1711,Echt-Susteren,38,Midden-Limburg
2044,Sint Joost,1711,Echt-Susteren,38,Midden-Limburg
2045,Susteren,1711,Echt-Susteren,38,Midden-Limburg
2046,Roosteren,1711,Echt-Susteren,38,Midden-Limburg
2047,Nieuwstadt,1711,Echt-Susteren,38,Midden-Limburg
2048,Veenendaal,0345,Veenendaal,17,Utrecht
2052,Culemborg,0216,Culemborg,16,Zuidwest-Gelderland
2053,Houten,0321,Houten,17,Utrecht
2054,'t Goy,0321,Houten,17,Utrecht
2055,Tull en 't Waal,0321,Houten,17,Utrecht
2056,Schalkwijk,0321,Houten,17,Utrecht
2057,Berlicum,0845,Sint-Michielsgestel,35,Noordoost-Noord-Brabant
2058,Den Dungen,0845,Sint-Michielsgestel,35,Noordoost-Noord-Brabant
2059,Gemonde,0845,Sint-Michielsgestel,35,Noordoost-Noord-Brabant
2060,Sint-Michielsgestel,0845,Sint-Michielsgestel,35,Noordoost-Noord-Brabant
2061,Noordwijk,0575,Noordwijk,25,Agglomeratie Leiden en Bollenstreek
2062,Uithoorn,0451,Uithoorn,23,Groot-Amsterdam
2064,Maarssen,1904,Stichtse Vecht,17,Utrecht
2065,Tienhoven,1904,Stichtse Vecht,17,Utrecht
2066,Oud Zuilen,1904,Stichtse Vecht,17,Utrecht
2067,Gilze,0784,Gilze en Rijen,34,Midden-Noord-Brabant
2068,Hulten,0784,Gilze en Rijen,34,Midden-Noord-Brabant
2069,Molenschot,0784,Gilze en Rijen,34,Midden-Noord-Brabant
2070,Rijen,0784,Gilze en Rijen,34,Midden-Noord-Brabant
2071,Tholen,0716,Tholen,32,Overig Zeeland
2072,Poortvliet,0716,Tholen,32,Overig Zeeland
2073,Scherpenisse,0716,Tholen,32,Overig Zeeland
2074,Sint-Maartensdijk,0716,Tholen,32,Overig Zeeland
2075,Stavenisse,0716,Tholen,32,Overig Zeeland
2076,Sint-Annaland,0716,Tholen,32,Overig Zeeland
2077,Oud-Vossemeer,0716,Tholen,32,Overig Zeeland
2078,Sint Philipsland,0716,Tholen,32,Overig Zeeland
2079,Bolsward,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2080,Landhorst,1982,Land van Cuijk,35,Noordoost-Noord-Brabant
2081,Ledeacker,1982,Land van Cuijk,35,Noordoost-Noord-Brabant
2082,Oploo,1982,Land van Cuijk,35,Noordoost-Noord-Brabant
2083,Sint Anthonis,1982,Land van Cuijk,35,Noordoost-Noord-Brabant
2084,Stevensbeek,1982,Land van Cuijk,35,Noordoost-Noord-Brabant
2085,Wanroij,1982,Land van Cuijk,35,Noordoost-Noord-Brabant
2086,Westerbeek,1982,Land van Cuijk,35,Noordoost-Noord-Brabant
2087,Rijkevoort-De Walsert,1982,Land van Cuijk,35,Noordoost-Noord-Brabant
2088,Leiden,0546,Leiden,25,Agglomeratie Leiden en Bollenstreek
2089,Gemert,1652,Gemert-Bakel,36,Zuidoost-Noord-Brabant
2090,Bakel,1652,Gemert-Bakel,36,Zuidoost-Noord-Brabant
2091,Milheeze,1652,Gemert-Bakel,36,Zuidoost-Noord-Brabant
2092,Handel,1652,Gemert-Bakel,36,Zuidoost-Noord-Brabant
2093,De Mortel,1652,Gemert-Bakel,36,Zuidoost-Noord-Brabant
2094,De Rips,1652,Gemert-Bakel,36,Zuidoost-Noord-Brabant
2095,Elsendorp,1652,Gemert-Bakel,36,Zuidoost-Noord-Brabant
2096,Duiven,0226,Duiven,15,Arnhem/Nijmegen
2097,Groessen,0226,Duiven,15,Arnhem/Nijmegen
2098,Loo Gld,0226,Duiven,15,Arnhem/Nijmegen
2099,Amstenrade,1954,Beekdaelen,39,Zuid-Limburg
2100,Doenrade,1954,Beekdaelen,39,Zuid-Limburg
2101,Oirsbeek,1954,Beekdaelen,39,Zuid-Limburg
2102,Puth,1954,Beekdaelen,39,Zuid-Limburg
2103,Schinnen,1954,Beekdaelen,39,Zuid-Limburg
2104,Sweikhuizen,1954,Beekdaelen,39,Zuid-Limburg
2105,Lexmond,1961,Vijfheerenlanden,17,Utrecht
2106,Ameide,1961,Vijfheerenlanden,17,Utrecht
2107,Tienhoven aan de Lek,1961,Vijfheerenlanden,17,Utrecht
2108,Meerkerk,1961,Vijfheerenlanden,17,Utrecht
2109,Hei- en Boeicop,1961,Vijfheerenlanden,17,Utrecht
2110,Leerbroek,1961,Vijfheerenlanden,17,Utrecht
2111,Nieuwland,1961,Vijfheerenlanden,17,Utrecht
2112,Leiderdorp,0547,Leiderdorp,25,Agglomeratie Leiden en Bollenstreek
2113,Oostzaan,0431,Oostzaan,23,Groot-Amsterdam
2114,Aduard,1969,Westerkwartier,03,Overig Groningen
2115,Briltil,1969,Westerkwartier,03,Overig Groningen
2116,Den Ham,1969,Westerkwartier,03,Overig Groningen
2117,Den Horn,1969,Westerkwartier,03,Overig Groningen
2118,Grijpskerk,1969,Westerkwartier,03,Overig Groningen
2119,Kommerzijl,1969,Westerkwartier,03,Overig Groningen
2120,Lauwerzijl,1969,Westerkwartier,03,Overig Groningen
2121,Niehove,1969,Westerkwartier,03,Overig Groningen
2122,Niezijl,1969,Westerkwartier,03,Overig Groningen
2123,Noordhorn,1969,Westerkwartier,03,Overig Groningen
2124,Oldehove,1969,Westerkwartier,03,Overig Groningen
2125,Pieterzijl,1969,Westerkwartier,03,Overig Groningen
2126,Saaksum,1969,Westerkwartier,03,Overig Groningen
2127,Visvliet,1969,Westerkwartier,03,Overig Groningen
2128,Zuidhorn,1969,Westerkwartier,03,Overig Groningen
2129,Ouderkerk aan de Amstel,0437,Ouder-Amstel,23,Groot-Amsterdam
2131,Achthuizen,1924,Goeree-Overflakkee,29,Groot-Rijnmond
2132,Den Bommel,1924,Goeree-Overflakkee,29,Groot-Rijnmond
2133,Ooltgensplaat,1924,Goeree-Overflakkee,29,Groot-Rijnmond
2134,Oude-Tonge,1924,Goeree-Overflakkee,29,Groot-Rijnmond
2135,Scherpenzeel,0279,Scherpenzeel,13,Veluwe
2136,Nuenen,0820,"Nuenen, Gerwen en Nederwetten",36,Zuidoost-Noord-Brabant
2137,Hellevoetsluis,1992,Voorne aan Zee,29,Groot-Rijnmond
2138,Delft,0503,Delft,27,Delft en Westland
2139,Schijndel,1948,Meierijstad,35,Noordoost-Noord-Brabant
2140,Meijel,1894,Peel en Maas,37,Noord-Limburg
2141,Renswoude,0339,Renswoude,17,Utrecht
2142,Doesburg,0221,Doesburg,15,Arnhem/Nijmegen
2143,Urk,0184,Urk,40,Flevoland
2144,Diemen,0384,Diemen,23,Groot-Amsterdam
2145,Aalden,0109,Coevorden,08,Zuidoost-Drenthe
2146,Benneveld,0109,Coevorden,08,Zuidoost-Drenthe
2147,Coevorden,0109,Coevorden,08,Zuidoost-Drenthe
2148,Dalen,0109,Coevorden,08,Zuidoost-Drenthe
2149,Dalerpeel,0109,Coevorden,08,Zuidoost-Drenthe
2150,Dalerveen,0109,Coevorden,08,Zuidoost-Drenthe
2151,De Kiel,0109,Coevorden,08,Zuidoost-Drenthe
2152,Diphoorn,0109,Coevorden,08,Zuidoost-Drenthe
2153,Erm,0109,Coevorden,08,Zuidoost-Drenthe
2154,Gees,0109,Coevorden,08,Zuidoost-Drenthe
2155,Geesbrug,0109,Coevorden,08,Zuidoost-Drenthe
2156,Holsloot,0109,Coevorden,08,Zuidoost-Drenthe
2157,Meppen,0109,Coevorden,08,Zuidoost-Drenthe
2158,Nieuwlande Coevorden,0109,Coevorden,08,Zuidoost-Drenthe
2159,Noord-Sleen,0109,Coevorden,08,Zuidoost-Drenthe
2160,Oosterhesselen,0109,Coevorden,08,Zuidoost-Drenthe
2161,Schoonoord,0109,Coevorden,08,Zuidoost-Drenthe
2162,Sleen,0109,Coevorden,08,Zuidoost-Drenthe
2163,Stieltjeskanaal,0109,Coevorden,08,Zuidoost-Drenthe
2164,'t Haantje,0109,Coevorden,08,Zuidoost-Drenthe
2165,Wachtum,0109,Coevorden,08,Zuidoost-Drenthe
2166,Wezup,0109,Coevorden,08,Zuidoost-Drenthe
2167,Wezuperbrug,0109,Coevorden,08,Zuidoost-Drenthe
2168,Zweeloo,0109,Coevorden,08,Zuidoost-Drenthe
2169,Zwinderen,0109,Coevorden,08,Zuidoost-Drenthe
2170,Middenbeemster,0439,Purmerend,23,Groot-Amsterdam
2171,Noordbeemster,0439,Purmerend,23,Groot-Amsterdam
2172,Westbeemster,0439,Purmerend,23,Groot-Amsterdam
2173,Zuidoostbeemster,0439,Purmerend,23,Groot-Amsterdam
2174,Doezum,1969,Westerkwartier,03,Overig Groningen
2175,Grootegast,1969,Westerkwartier,03,Overig Groningen
2176,Kornhorn,1969,Westerkwartier,03,Overig Groningen
2177,Lutjegast,1969,Westerkwartier,03,Overig Groningen
2178,Niekerk,1969,Westerkwartier,03,Overig Groningen
2179,Oldekerk,1969,Westerkwartier,03,Overig Groningen
2180,Opende,1969,Westerkwartier,03,Overig Groningen
2181,Sebaldeburen,1969,Westerkwartier,03,Overig Groningen
2182,Terband,0074,Heerenveen,06,Zuidoost-Friesland
2183,Luinjeberd,0074,Heerenveen,06,Zuidoost-Friesland
2184,Tjalleberd,0074,Heerenveen,06,Zuidoost-Friesland
2185,Gersloot,0074,Heerenveen,06,Zuidoost-Friesland
2187,Nieuweschoot,0074,Heerenveen,06,Zuidoost-Friesland
2188,Oudeschoot,0074,Heerenveen,06,Zuidoost-Friesland
2189,Oranjewoud,0074,Heerenveen,06,Zuidoost-Friesland
2190,De Knipe,0074,Heerenveen,06,Zuidoost-Friesland
2191,Mildam,0074,Heerenveen,06,Zuidoost-Friesland
2192,Katlijk,0074,Heerenveen,06,Zuidoost-Friesland
2193,Bontebok,0074,Heerenveen,06,Zuidoost-Friesland
2194,Nieuwehorne,0074,Heerenveen,06,Zuidoost-Friesland
2195,Oudehorne,0074,Heerenveen,06,Zuidoost-Friesland
2196,Jubbega,0074,Heerenveen,06,Zuidoost-Friesland
2197,Hoornsterzwaag,0074,Heerenveen,06,Zuidoost-Friesland
2198,Genemuiden,1896,Zwartewaterland,10,Noord-Overijssel
2199,Hasselt,1896,Zwartewaterland,10,Noord-Overijssel
2200,Mastenbroek,1896,Zwartewaterland,10,Noord-Overijssel
2201,Zwartsluis,1896,Zwartewaterland,10,Noord-Overijssel
2202,Azewijn,1955,Montferland,14,Achterhoek
2203,Beek,1955,Montferland,14,Achterhoek
2204,Braamt,1955,Montferland,14,Achterhoek
2205,Didam,1955,Montferland,14,Achterhoek
2206,'s-Heerenberg,1955,Montferland,14,Achterhoek
2207,Kilder,1955,Montferland,14,Achterhoek
2208,Lengel,1955,Montferland,14,Achterhoek
2209,Loerbeek,1955,Montferland,14,Achterhoek
2210,Stokkum,1955,Montferland,14,Achterhoek
2211,Vethuizen,1955,Montferland,14,Achterhoek
2212,Wijnbergen,1955,Montferland,14,Achterhoek
2213,Zeddam,1955,Montferland,14,Achterhoek
2214,Dussen,1959,Altena,34,Midden-Noord-Brabant
2215,Hank,1959,Altena,34,Midden-Noord-Brabant
2216,Nieuwendijk,1959,Altena,34,Midden-Noord-Brabant
2217,Sleeuwijk,1959,Altena,34,Midden-Noord-Brabant
2218,Werkendam,1959,Altena,34,Midden-Noord-Brabant
2219,Loenen aan de Vecht,1904,Stichtse Vecht,17,Utrecht
2220,Loenersloot,1904,Stichtse Vecht,17,Utrecht
2221,Nieuwersluis,1904,Stichtse Vecht,17,Utrecht
2222,Nigtevecht,1904,Stichtse Vecht,17,Utrecht
2224,Groenlo,1586,Oost Gelre,14,Achterhoek
2225,Lievelde,1586,Oost Gelre,14,Achterhoek
2226,Vragender,1586,Oost Gelre,14,Achterhoek
2227,Lichtenvoorde,1586,Oost Gelre,14,Achterhoek
2228,Harreveld,1586,Oost Gelre,14,Achterhoek
2229,Zieuwent,1586,Oost Gelre,14,Achterhoek
2230,Mariënvelde,1586,Oost Gelre,14,Achterhoek
2231,Bellingwolde,1950,Westerwolde,01,Oost-Groningen
2232,Blijham,1950,Westerwolde,01,Oost-Groningen
2233,Oudeschans,1950,Westerwolde,01,Oost-Groningen
2234,Veelerveen,1950,Westerwolde,01,Oost-Groningen
2235,Vriescheloo,1950,Westerwolde,01,Oost-Groningen
2236,Wedde,1950,Westerwolde,01,Oost-Groningen
2237,Bunschoten-Spakenburg,0313,Bunschoten,17,Utrecht
2238,Eemdijk,0313,Bunschoten,17,Utrecht
2239,Bantega,1940,De Fryske Marren,05,Zuidwest-Friesland
2240,Delfstrahuizen,1940,De Fryske Marren,05,Zuidwest-Friesland
2241,Echten,1940,De Fryske Marren,05,Zuidwest-Friesland
2242,Echtenerbrug,1940,De Fryske Marren,05,Zuidwest-Friesland
2243,Eesterga,1940,De Fryske Marren,05,Zuidwest-Friesland
2244,Follega,1940,De Fryske Marren,05,Zuidwest-Friesland
2245,Lemmer,1940,De Fryske Marren,05,Zuidwest-Friesland
2246,Oosterzee,1940,De Fryske Marren,05,Zuidwest-Friesland
2248,Klarenbeek,0200,Apeldoorn,13,Veluwe
2250,Lieren,0200,Apeldoorn,13,Veluwe
2251,Loenen,0200,Apeldoorn,13,Veluwe
2254,Beemte Broekland,0200,Apeldoorn,13,Veluwe
2256,Ugchelen,0200,Apeldoorn,13,Veluwe
2257,Hoenderloo,0200,Apeldoorn,13,Veluwe
2258,Beekbergen,0200,Apeldoorn,13,Veluwe
2259,Boerakker,1969,Westerkwartier,03,Overig Groningen
2260,De Wilp,1969,Westerkwartier,03,Overig Groningen
2261,Jonkersvaart,1969,Westerkwartier,03,Overig Groningen
2262,Lucaswolde,1969,Westerkwartier,03,Overig Groningen
2263,Marum,1969,Westerkwartier,03,Overig Groningen
2264,Niebert,1969,Westerkwartier,03,Overig Groningen
2265,Noordwijk,1969,Westerkwartier,03,Overig Groningen
2266,Nuis,1969,Westerkwartier,03,Overig Groningen
2267,Akersloot,0383,Castricum,20,IJmond
2268,Castricum,0383,Castricum,20,IJmond
2269,de Woude,0383,Castricum,20,IJmond
2270,Limmen,0383,Castricum,20,IJmond
2271,Leerdam,1961,Vijfheerenlanden,17,Utrecht
2272,Schoonrewoerd,1961,Vijfheerenlanden,17,Utrecht
2273,Kedichem,1961,Vijfheerenlanden,17,Utrecht
2274,Oosterwijk,1961,Vijfheerenlanden,17,Utrecht
2275,Borgercompagnie,1952,Midden-Groningen,03,Overig Groningen
2276,Tripscompagnie,1952,Midden-Groningen,03,Overig Groningen
2277,Meeden,1952,Midden-Groningen,03,Overig Groningen
2278,Muntendam,1952,Midden-Groningen,03,Overig Groningen
2279,Noordbroek,1952,Midden-Groningen,03,Overig Groningen
2280,Zuidbroek,1952,Midden-Groningen,03,Overig Groningen
2281,Roermond,0957,Roermond,38,Midden-Limburg
2282,Herten,0957,Roermond,38,Midden-Limburg
2283,Swalmen,0957,Roermond,38,Midden-Limburg
2284,Jisp,0880,Wormerland,22,Zaanstreek
2285,Oostknollendam,0880,Wormerland,22,Zaanstreek
2286,Spijkerboor,0880,Wormerland,22,Zaanstreek
2287,Wormer,0880,Wormerland,22,Zaanstreek
2288,Wijdewormer,0880,Wormerland,22,Zaanstreek
2289,Millingen aan de Rijn,1945,Berg en Dal,15,Arnhem/Nijmegen
2291,Groesbeek,1945,Berg en Dal,15,Arnhem/Nijmegen
2292,Heilig Landstichting,1945,Berg en Dal,15,Arnhem/Nijmegen
2293,Zoetermeer,0637,Zoetermeer,26,Agglomeratie 's-Gravenhage
2294,Bourtange,1950,Westerwolde,01,Oost-Groningen
2295,Sellingen,1950,Westerwolde,01,Oost-Groningen
2296,Ter Apel,1950,Westerwolde,01,Oost-Groningen
2297,Ter Apelkanaal,1950,Westerwolde,01,Oost-Groningen
2298,Vlagtwedde,1950,Westerwolde,01,Oost-Groningen
2299,Gorinchem,0512,Gorinchem,30,Zuidoost-Zuid-Holland
2300,Dalem,0512,Gorinchem,30,Zuidoost-Zuid-Holland
2301,Allingawier,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2302,Arum,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2303,Breezanddijk,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2304,Burgwerd,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2305,Cornwerd,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2306,Dedgum,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2307,Exmorra,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2308,Ferwoude,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2309,Gaast,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2310,Hartwerd,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2311,Hichtum,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2312,Hieslum,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2313,Idsegahuizum,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2314,Kimswerd,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2315,Kornwerderzand,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2316,Lollum,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2317,Longerhouw,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2318,Makkum,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2319,Parrega,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2320,Piaam,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2321,Pingjum,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2322,Schettens,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2323,Schraard,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2324,Tjerkwerd,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2325,Witmarsum,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2326,Wons,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2327,Zurich,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
