Woonplaatscode,Woonplaats,Gemeentecode,Gemeente,COROP-gebiedcode,COROP-gebied
WP1752,Raamsdonk,GM0779,Geertruidenberg,CR33,West-Noord-Brabant
WP1753,Appelscha,GM0085,Ooststellingwerf,CR06,Zuidoost-Friesland
WP1754,Donkerbroek,GM0085,Ooststellingwerf,CR06,Zuidoost-Friesland
WP1755,Elsloo,GM0085,Ooststellingwerf,CR06,Zuidoost-Friesland
WP1756,Fochteloo,GM0085,Ooststellingwerf,CR06,Zuidoost-Friesland
WP1759,Langedijke,GM0085,Ooststellingwerf,CR06,Zuidoost-Friesland
WP1760,Makkinga,GM0085,Ooststellingwerf,CR06,Zuidoost-Friesland
WP1761,Nijeberkoop,GM0085,Ooststellingwerf,CR06,Zuidoost-Friesland
WP1762,Oldeberkoop,GM0085,Ooststellingwerf,CR06,Zuidoost-Friesland
WP1763,Oosterwolde,GM0085,Ooststellingwerf,CR06,Zuidoost-Friesland
WP1764,Ravenswoud,GM0085,Ooststellingwerf,CR06,Zuidoost-Friesland
WP1765,Waskemeer,GM0085,Ooststellingwerf,CR06,Zuidoost-Friesland
WP1766,Alphen,GM0668,West Maas en Waal,CR16,Zuidwest-Gelderland
WP1767,Altforst,GM0668,West Maas en Waal,CR16,Zuidwest-Gelderland
WP1768,Appeltern,GM0668,West Maas en Waal,CR16,Zuidwest-Gelderland
WP1769,Beneden-Leeuwen,GM0668,West Maas en Waal,CR16,Zuidwest-Gelderland
WP1770,Boven-Leeuwen,GM0668,West Maas en Waal,CR16,Zuidwest-Gelderland
WP1771,Dreumel,GM0668,West Maas en Waal,CR16,Zuidwest-Gelderland
WP1772,Maasbommel,GM0668,West Maas en Waal,CR16,Zuidwest-Gelderland
WP1773,Wamel,GM0668,West Maas en Waal,CR16,Zuidwest-Gelderland
WP1774,Deurne,GM0762,Deurne,CR36,Zuidoost-Noord-Brabant
WP1775,Vlierden,GM0762,Deurne,CR36,Zuidoost-Noord-Brabant
WP1776,Liessel,GM0762,Deurne,CR36,Zuidoost-Noord-Brabant
WP1777,Neerkant,GM0762,Deurne,CR36,Zuidoost-Noord-Brabant
WP1778,Helenaveen,GM0762,Deurne,CR36,Zuidoost-Noord-Brabant
WP1779,1e Exloërmond,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1780,2e Exloërmond,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1781,2e Valthermond,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1782,Borger,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1783,Bronneger,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1784,Bronnegerveen,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1785,Buinen,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1786,Buinerveen,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1787,Drouwen,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1788,Drouwenermond,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1789,Drouwenerveen,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1790,Ees,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1791,Eesergroen,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1792,Eeserveen,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1793,Ellertshaar,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1794,Exloërveen,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1795,Exloo,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1796,Klijndijk,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1797,Nieuw-Buinen,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1798,Odoorn,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1799,Odoornerveen,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1800,Valthe,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1801,Valthermond,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1802,Westdorp,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1803,Zandberg,GM1681,Borger-Odoorn,CR08,Zuidoost-Drenthe
WP1805,Streefkerk,GM1978,Molenlanden,CR30,Zuidoost-Zuid-Holland
WP1806,Groot-Ammers,GM1978,Molenlanden,CR30,Zuidoost-Zuid-Holland
WP1807,Nieuwpoort,GM1978,Molenlanden,CR30,Zuidoost-Zuid-Holland
WP1808,Langerak,GM1978,Molenlanden,CR30,Zuidoost-Zuid-Holland
WP1809,Waal,GM1978,Molenlanden,CR30,Zuidoost-Zuid-Holland
WP1810,Alteveer gem Hoogeveen,GM0118,Hoogeveen,CR09,Zuidwest-Drenthe
WP1811,Elim,GM0118,Hoogeveen,CR09,Zuidwest-Drenthe
WP1812,Fluitenberg,GM0118,Hoogeveen,CR09,Zuidwest-Drenthe
WP1813,Hollandscheveld,GM0118,Hoogeveen,CR09,Zuidwest-Drenthe
WP1814,Hoogeveen,GM0118,Hoogeveen,CR09,Zuidwest-Drenthe
WP1815,Nieuweroord,GM0118,Hoogeveen,CR09,Zuidwest-Drenthe
WP1816,Nieuwlande,GM0118,Hoogeveen,CR09,Zuidwest-Drenthe
WP1817,Noordscheschut,GM0118,Hoogeveen,CR09,Zuidwest-Drenthe
WP1818,Pesse,GM0118,Hoogeveen,CR09,Zuidwest-Drenthe
WP1819,Stuifzand,GM0118,Hoogeveen,CR09,Zuidwest-Drenthe
WP1820,Tiendeveen,GM0118,Hoogeveen,CR09,Zuidwest-Drenthe
WP1821,Wassenaar,GM0629,Wassenaar,CR26,Agglomeratie 's-Gravenhage
WP1822,'s-Heer Arendskerke,GM0664,Goes,CR32,Overig Zeeland
WP1823,'s-Heer Hendrikskinderen,GM0664,Goes,CR32,Overig Zeeland
WP1824,Goes,GM0664,Goes,CR32,Overig Zeeland
WP1825,Kattendijke,GM0664,Goes,CR32,Overig Zeeland
WP1826,Kloetinge,GM0664,Goes,CR32,Overig Zeeland
WP1827,Wilhelminadorp,GM0664,Goes,CR32,Overig Zeeland
WP1828,Wolphaartsdijk,GM0664,Goes,CR32,Overig Zeeland
WP1829,Ten Boer,GM0014,Groningen,CR03,Overig Groningen
WP1830,Ten Post,GM0014,Groningen,CR03,Overig Groningen
WP1831,Garmerwolde,GM0014,Groningen,CR03,Overig Groningen
WP1832,Thesinge,GM0014,Groningen,CR03,Overig Groningen
WP1833,Woltersum,GM0014,Groningen,CR03,Overig Groningen
WP1834,Sint Annen,GM0014,Groningen,CR03,Overig Groningen
WP1835,Lellens,GM0014,Groningen,CR03,Overig Groningen
WP1836,Winneweer,GM0014,Groningen,CR03,Overig Groningen
WP1837,Beets,GM0385,Edam-Volendam,CR23,Groot-Amsterdam
WP1838,Hobrede,GM0385,Edam-Volendam,CR23,Groot-Amsterdam
WP1839,Kwadijk,GM0385,Edam-Volendam,CR23,Groot-Amsterdam
WP1840,Middelie,GM0385,Edam-Volendam,CR23,Groot-Amsterdam
WP1841,Oosthuizen,GM0385,Edam-Volendam,CR23,Groot-Amsterdam
WP1842,Schardam,GM0385,Edam-Volendam,CR23,Groot-Amsterdam
WP1843,Warder,GM0385,Edam-Volendam,CR23,Groot-Amsterdam
WP1844,Elburg,GM0230,Elburg,CR13,Veluwe
WP1845,'t Harde,GM0230,Elburg,CR13,Veluwe
WP1846,Doornspijk,GM0230,Elburg,CR13,Veluwe
WP1847,Uden,GM1991,Maashorst,CR35,Noordoost-Noord-Brabant
WP1848,Volkel,GM1991,Maashorst,CR35,Noordoost-Noord-Brabant
WP1849,Odiliapeel,GM1991,Maashorst,CR35,Noordoost-Noord-Brabant
WP1850,Zeeland,GM1991,Maashorst,CR35,Noordoost-Noord-Brabant
WP1851,Schaijk,GM1991,Maashorst,CR35,Noordoost-Noord-Brabant
WP1852,Reek,GM1991,Maashorst,CR35,Noordoost-Noord-Brabant
WP1853,Klimmen,GM0986,Voerendaal,CR39,Zuid-Limburg
WP1854,Ransdaal,GM0986,Voerendaal,CR39,Zuid-Limburg
WP1855,Voerendaal,GM0986,Voerendaal,CR39,Zuid-Limburg
WP1856,Blitterswijck,GM0984,Venray,CR37,Noord-Limburg
WP1857,Geijsteren,GM0984,Venray,CR37,Noord-Limburg
WP1858,Meerlo,GM1507,Horst aan de Maas,CR37,Noord-Limburg
WP1859,Swolgen,GM1507,Horst aan de Maas,CR37,Noord-Limburg
WP1860,Tienray,GM1507,Horst aan de Maas,CR37,Noord-Limburg
WP1861,Wanssum,GM0984,Venray,CR37,Noord-Limburg
WP1862,Andelst,GM1734,Overbetuwe,CR15,Arnhem/Nijmegen
WP1863,Driel,GM1734,Overbetuwe,CR15,Arnhem/Nijmegen
WP1864,Elst,GM1734,Overbetuwe,CR15,Arnhem/Nijmegen
WP1865,Hemmen,GM1734,Overbetuwe,CR15,Arnhem/Nijmegen
WP1866,Herveld,GM1734,Overbetuwe,CR15,Arnhem/Nijmegen
WP1867,Heteren,GM1734,Overbetuwe,CR15,Arnhem/Nijmegen
WP1868,Homoet,GM1734,Overbetuwe,CR15,Arnhem/Nijmegen
WP1869,Oosterhout,GM1734,Overbetuwe,CR15,Arnhem/Nijmegen
WP1870,Randwijk,GM1734,Overbetuwe,CR15,Arnhem/Nijmegen
WP1871,Slijk-Ewijk,GM1734,Overbetuwe,CR15,Arnhem/Nijmegen
WP1872,Valburg,GM1734,Overbetuwe,CR15,Arnhem/Nijmegen
WP1873,Zetten,GM1734,Overbetuwe,CR15,Arnhem/Nijmegen
WP1874,Hooge Mierde,GM1667,Reusel-De Mierden,CR36,Zuidoost-Noord-Brabant
WP1875,Hulsel,GM1667,Reusel-De Mierden,CR36,Zuidoost-Noord-Brabant
WP1876,Lage Mierde,GM1667,Reusel-De Mierden,CR36,Zuidoost-Noord-Brabant
WP1877,Reusel,GM1667,Reusel-De Mierden,CR36,Zuidoost-Noord-Brabant
WP1878,Assendelft,GM0479,Zaanstad,CR22,Zaanstreek
WP1879,Koog aan de Zaan,GM0479,Zaanstad,CR22,Zaanstreek
WP1880,Krommenie,GM0479,Zaanstad,CR22,Zaanstreek
WP1881,Westknollendam,GM0479,Zaanstad,CR22,Zaanstreek
WP1882,Westzaan,GM0479,Zaanstad,CR22,Zaanstreek
WP1883,Wormerveer,GM0479,Zaanstad,CR22,Zaanstreek
WP1884,Zaandam,GM0479,Zaanstad,CR22,Zaanstreek
WP1885,Zaandijk,GM0479,Zaanstad,CR22,Zaanstreek
WP1886,Driehuizen,GM0361,Alkmaar,CR19,Alkmaar en omgeving
WP1887,Grootschermer,GM0361,Alkmaar,CR19,Alkmaar en omgeving
WP1888,Oterleek,GM0361,Alkmaar,CR19,Alkmaar en omgeving
WP1889,Schermerhorn,GM0361,Alkmaar,CR19,Alkmaar en omgeving
WP1890,Stompetoren,GM0361,Alkmaar,CR19,Alkmaar en omgeving
WP1891,Ursem,GM0361,Alkmaar,CR19,Alkmaar en omgeving
WP1892,Zuidschermer,GM0361,Alkmaar,CR19,Alkmaar en omgeving
WP1893,Scheemda,GM1895,Oldambt,CR01,Oost-Groningen
WP1894,Nieuw Scheemda,GM1895,Oldambt,CR01,Oost-Groningen
WP1895,'t Waar,GM1895,Oldambt,CR01,Oost-Groningen
WP1896,Nieuwolda,GM1895,Oldambt,CR01,Oost-Groningen
WP1897,Midwolda,GM1895,Oldambt,CR01,Oost-Groningen
WP1898,Oostwold,GM1895,Oldambt,CR01,Oost-Groningen
WP1899,Heiligerlee,GM1895,Oldambt,CR01,Oost-Groningen
WP1900,Westerlee,GM1895,Oldambt,CR01,Oost-Groningen
WP1903,Graft,GM0361,Alkmaar,CR19,Alkmaar en omgeving
WP1905,Noordeinde,GM0361,Alkmaar,CR19,Alkmaar en omgeving
WP1908,West-Graftdijk,GM0361,Alkmaar,CR19,Alkmaar en omgeving
WP1909,Hekendorp,GM0589,Oudewater,CR17,Utrecht
WP1910,Oudewater,GM0589,Oudewater,CR17,Utrecht
WP1911,Papekop,GM0589,Oudewater,CR17,Utrecht
WP1912,Snelrewaard,GM0589,Oudewater,CR17,Utrecht
WP1913,Stein,GM0971,Stein (L.),CR39,Zuid-Limburg
WP1914,Elsloo,GM0971,Stein (L.),CR39,Zuid-Limburg
WP1915,Urmond,GM0971,Stein (L.),CR39,Zuid-Limburg
WP1916,Thorn,GM1641,Maasgouw,CR38,Midden-Limburg
WP1917,Heel,GM1641,Maasgouw,CR38,Midden-Limburg
WP1918,Beegden,GM1641,Maasgouw,CR38,Midden-Limburg
WP1919,Wessem,GM1641,Maasgouw,CR38,Midden-Limburg
WP1920,Maasbracht,GM1641,Maasgouw,CR38,Midden-Limburg
WP1921,Linne,GM1641,Maasgouw,CR38,Midden-Limburg
WP1922,Stevensweert,GM1641,Maasgouw,CR38,Midden-Limburg
WP1923,Ohé en Laak,GM1641,Maasgouw,CR38,Midden-Limburg
WP1924,Almelo,GM0141,Almelo,CR12,Twente
WP1925,Aadorp,GM0141,Almelo,CR12,Twente
WP1926,Bornerbroek,GM0141,Almelo,CR12,Twente
WP1927,Noordwijkerhout,GM0575,Noordwijk,CR25,Agglomeratie Leiden en Bollenstreek
WP1928,De Zilk,GM0575,Noordwijk,CR25,Agglomeratie Leiden en Bollenstreek
WP1931,Wilnis,GM0736,De Ronde Venen,CR17,Utrecht
WP1935,Schiedam,GM0606,Schiedam,CR29,Groot-Rijnmond
WP1936,Westervoort,GM0293,Westervoort,CR15,Arnhem/Nijmegen
WP1937,Bergen op Zoom,GM0748,Bergen op Zoom,CR33,West-Noord-Brabant
WP1938,Halsteren,GM0748,Bergen op Zoom,CR33,West-Noord-Brabant
WP1939,Lepelstraat,GM0748,Bergen op Zoom,CR33,West-Noord-Brabant
WP1940,Broek in Waterland,GM0852,Waterland,CR23,Groot-Amsterdam
WP1941,Ilpendam,GM0852,Waterland,CR23,Groot-Amsterdam
WP1942,Katwoude,GM0852,Waterland,CR23,Groot-Amsterdam
WP1943,Marken,GM0852,Waterland,CR23,Groot-Amsterdam
WP1944,Monnickendam,GM0852,Waterland,CR23,Groot-Amsterdam
WP1945,Watergang,GM0852,Waterland,CR23,Groot-Amsterdam
WP1946,Purmer,GM0852,Waterland,CR23,Groot-Amsterdam
WP1947,Uitdam,GM0852,Waterland,CR23,Groot-Amsterdam
WP1948,Zuiderwoude,GM0852,Waterland,CR23,Groot-Amsterdam
WP1949,Reuver,GM0889,Beesel,CR37,Noord-Limburg
WP1950,Beesel,GM0889,Beesel,CR37,Noord-Limburg
WP1951,Babyloniënbroek,GM1959,Altena,CR34,Midden-Noord-Brabant
WP1952,Drongelen,GM1959,Altena,CR34,Midden-Noord-Brabant
WP1953,Eethen,GM1959,Altena,CR34,Midden-Noord-Brabant
WP1954,Genderen,GM1959,Altena,CR34,Midden-Noord-Brabant
WP1955,Meeuwen,GM1959,Altena,CR34,Midden-Noord-Brabant
WP1956,Veen,GM1959,Altena,CR34,Midden-Noord-Brabant
WP1957,Wijk en Aalburg,GM1959,Altena,CR34,Midden-Noord-Brabant
WP1958,Benschop,GM0331,Lopik,CR17,Utrecht
WP1959,Jaarsveld,GM0331,Lopik,CR17,Utrecht
WP1960,Lopik,GM0331,Lopik,CR17,Utrecht
WP1961,Lopikerkapel,GM0331,Lopik,CR17,Utrecht
WP1962,Polsbroek,GM0331,Lopik,CR17,Utrecht
WP1963,Linschoten,GM0335,Montfoort,CR17,Utrecht
WP1964,Montfoort,GM0335,Montfoort,CR17,Utrecht
WP1965,Workum,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP1966,Koudum,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP1967,Molkwerum,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP1968,Hindeloopen,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP1969,Stavoren,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP1970,Hemelum,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP1971,Warns,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP1972,Nijhuizum,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP1973,It Heidenskip,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP1974,Weert,GM0988,Weert,CR38,Midden-Limburg
WP1975,Stramproy,GM0988,Weert,CR38,Midden-Limburg
WP1976,Mill,GM1982,Land van Cuijk,CR35,Noordoost-Noord-Brabant
WP1977,Sint Hubert,GM1982,Land van Cuijk,CR35,Noordoost-Noord-Brabant
WP1978,Langenboom,GM1982,Land van Cuijk,CR35,Noordoost-Noord-Brabant
WP1979,Wilbertoord,GM1982,Land van Cuijk,CR35,Noordoost-Noord-Brabant
WP1980,Bleskensgraaf ca,GM1978,Molenlanden,CR30,Zuidoost-Zuid-Holland
WP1981,Brandwijk,GM1978,Molenlanden,CR30,Zuidoost-Zuid-Holland
WP1983,Molenaarsgraaf,GM1978,Molenlanden,CR30,Zuidoost-Zuid-Holland
WP1985,Oud-Alblas,GM1978,Molenlanden,CR30,Zuidoost-Zuid-Holland
WP1986,Wijngaarden,GM1978,Molenlanden,CR30,Zuidoost-Zuid-Holland
WP1987,Barger-Compascuum,GM0114,Emmen,CR08,Zuidoost-Drenthe
WP1988,Emmen,GM0114,Emmen,CR08,Zuidoost-Drenthe
WP1989,Emmer-Compascuum,GM0114,Emmen,CR08,Zuidoost-Drenthe
WP1990,Erica,GM0114,Emmen,CR08,Zuidoost-Drenthe
WP1991,Klazienaveen,GM0114,Emmen,CR08,Zuidoost-Drenthe
WP1992,Klazienaveen-Noord,GM0114,Emmen,CR08,Zuidoost-Drenthe
WP1993,Nieuw-Amsterdam,GM0114,Emmen,CR08,Zuidoost-Drenthe
WP1994,Nieuw-Dordrecht,GM0114,Emmen,CR08,Zuidoost-Drenthe
WP1995,Nieuw-Schoonebeek,GM0114,Emmen,CR08,Zuidoost-Drenthe
WP1996,Nieuw-Weerdinge,GM0114,Emmen,CR08,Zuidoost-Drenthe
WP1997,Roswinkel,GM0114,Emmen,CR08,Zuidoost-Drenthe
WP1998,Schoonebeek,GM0114,Emmen,CR08,Zuidoost-Drenthe
WP1999,Veenoord,GM0114,Emmen,CR08,Zuidoost-Drenthe
WP2000,Weiteveen,GM0114,Emmen,CR08,Zuidoost-Drenthe
WP2001,Zandpol,GM0114,Emmen,CR08,Zuidoost-Drenthe
WP2002,Zwartemeer,GM0114,Emmen,CR08,Zuidoost-Drenthe
WP2003,Sassenheim,GM1525,Teylingen,CR25,Agglomeratie Leiden en Bollenstreek
WP2004,Voorhout,GM1525,Teylingen,CR25,Agglomeratie Leiden en Bollenstreek
WP2006,Wageningen,GM0289,Wageningen,CR13,Veluwe
WP2008,Baaium,GM1949,Waadhoeke,CR04,Noord-Friesland
WP2009,Baard,GM0080,Leeuwarden,CR04,Noord-Friesland
WP2010,Bears,GM0080,Leeuwarden,CR04,Noord-Friesland
WP2011,Boazum,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2012,Britswert,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2013,Easterein,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2014,Easterlittens,GM0080,Leeuwarden,CR04,Noord-Friesland
WP2015,Easterwierrum,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2016,Hidaard,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2017,Hilaard,GM0080,Leeuwarden,CR04,Noord-Friesland
WP2018,Hinnaard,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2019,Húns,GM0080,Leeuwarden,CR04,Noord-Friesland
WP2020,Iens,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2021,Itens,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2022,Jellum,GM0080,Leeuwarden,CR04,Noord-Friesland
WP2023,Jorwert,GM0080,Leeuwarden,CR04,Noord-Friesland
WP2024,Kûbaard,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2025,Leons,GM0080,Leeuwarden,CR04,Noord-Friesland
WP2026,Lytsewierrum,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2027,Mantgum,GM0080,Leeuwarden,CR04,Noord-Friesland
WP2028,Reahûs,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2029,Rien,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2030,Spannum,GM1949,Waadhoeke,CR04,Noord-Friesland
WP2031,Waaksens,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2032,Weidum,GM0080,Leeuwarden,CR04,Noord-Friesland
WP2033,Winsum,GM1949,Waadhoeke,CR04,Noord-Friesland
WP2034,Wiuwert,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2035,Wjelsryp,GM1949,Waadhoeke,CR04,Noord-Friesland
WP2036,Wommels,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2037,Nederweert,GM0946,Nederweert,CR38,Midden-Limburg
WP2038,Ospel,GM0946,Nederweert,CR38,Midden-Limburg
WP2039,Nederweert-Eind,GM0946,Nederweert,CR38,Midden-Limburg
WP2040,Leveroy,GM0946,Nederweert,CR38,Midden-Limburg
WP2041,Echt,GM1711,Echt-Susteren,CR38,Midden-Limburg
WP2042,Koningsbosch,GM1711,Echt-Susteren,CR38,Midden-Limburg
WP2043,Maria Hoop,GM1711,Echt-Susteren,CR38,Midden-Limburg
WP2044,Sint Joost,GM1711,Echt-Susteren,CR38,Midden-Limburg
WP2045,Susteren,GM1711,Echt-Susteren,CR38,Midden-Limburg
WP2046,Roosteren,GM1711,Echt-Susteren,CR38,Midden-Limburg
WP2047,Nieuwstadt,GM1711,Echt-Susteren,CR38,Midden-Limburg
WP2048,Veenendaal,GM0345,Veenendaal,CR17,Utrecht
WP2052,Culemborg,GM0216,Culemborg,CR16,Zuidwest-Gelderland
WP2053,Houten,GM0321,Houten,CR17,Utrecht
WP2054,'t Goy,GM0321,Houten,CR17,Utrecht
WP2055,Tull en 't Waal,GM0321,Houten,CR17,Utrecht
WP2056,Schalkwijk,GM0321,Houten,CR17,Utrecht
WP2057,Berlicum,GM0845,Sint-Michielsgestel,CR35,Noordoost-Noord-Brabant
WP2058,Den Dungen,GM0845,Sint-Michielsgestel,CR35,Noordoost-Noord-Brabant
WP2059,Gemonde,GM0845,Sint-Michielsgestel,CR35,Noordoost-Noord-Brabant
WP2060,Sint-Michielsgestel,GM0845,Sint-Michielsgestel,CR35,Noordoost-Noord-Brabant
WP2061,Noordwijk,GM0575,Noordwijk,CR25,Agglomeratie Leiden en Bollenstreek
WP2062,Uithoorn,GM0451,Uithoorn,CR23,Groot-Amsterdam
WP2064,Maarssen,GM1904,Stichtse Vecht,CR17,Utrecht
WP2065,Tienhoven,GM1904,Stichtse Vecht,CR17,Utrecht
WP2066,Oud Zuilen,GM1904,Stichtse Vecht,CR17,Utrecht
WP2067,Gilze,GM0784,Gilze en Rijen,CR34,Midden-Noord-Brabant
WP2068,Hulten,GM0784,Gilze en Rijen,CR34,Midden-Noord-Brabant
WP2069,Molenschot,GM0784,Gilze en Rijen,CR34,Midden-Noord-Brabant
WP2070,Rijen,GM0784,Gilze en Rijen,CR34,Midden-Noord-Brabant
WP2071,Tholen,GM0716,Tholen,CR32,Overig Zeeland
WP2072,Poortvliet,GM0716,Tholen,CR32,Overig Zeeland
WP2073,Scherpenisse,GM0716,Tholen,CR32,Overig Zeeland
WP2074,Sint-Maartensdijk,GM0716,Tholen,CR32,Overig Zeeland
WP2075,Stavenisse,GM0716,Tholen,CR32,Overig Zeeland
WP2076,Sint-Annaland,GM0716,Tholen,CR32,Overig Zeeland
WP2077,Oud-Vossemeer,GM0716,Tholen,CR32,Overig Zeeland
WP2078,Sint Philipsland,GM0716,Tholen,CR32,Overig Zeeland
WP2079,Bolsward,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2080,Landhorst,GM1982,Land van Cuijk,CR35,Noordoost-Noord-Brabant
WP2081,Ledeacker,GM1982,Land van Cuijk,CR35,Noordoost-Noord-Brabant
WP2082,Oploo,GM1982,Land van Cuijk,CR35,Noordoost-Noord-Brabant
WP2083,Sint Anthonis,GM1982,Land van Cuijk,CR35,Noordoost-Noord-Brabant
WP2084,Stevensbeek,GM1982,Land van Cuijk,CR35,Noordoost-Noord-Brabant
WP2085,Wanroij,GM1982,Land van Cuijk,CR35,Noordoost-Noord-Brabant
WP2086,Westerbeek,GM1982,Land van Cuijk,CR35,Noordoost-Noord-Brabant
WP2087,Rijkevoort-De Walsert,GM1982,Land van Cuijk,CR35,Noordoost-Noord-Brabant
WP2088,Leiden,GM0546,Leiden,CR25,Agglomeratie Leiden en Bollenstreek
WP2089,Gemert,GM1652,Gemert-Bakel,CR36,Zuidoost-Noord-Brabant
WP2090,Bakel,GM1652,Gemert-Bakel,CR36,Zuidoost-Noord-Brabant
WP2091,Milheeze,GM1652,Gemert-Bakel,CR36,Zuidoost-Noord-Brabant
WP2092,Handel,GM1652,Gemert-Bakel,CR36,Zuidoost-Noord-Brabant
WP2093,De Mortel,GM1652,Gemert-Bakel,CR36,Zuidoost-Noord-Brabant
WP2094,De Rips,GM1652,Gemert-Bakel,CR36,Zuidoost-Noord-Brabant
WP2095,Elsendorp,GM1652,Gemert-Bakel,CR36,Zuidoost-Noord-Brabant
WP2096,Duiven,GM0226,Duiven,CR15,Arnhem/Nijmegen
WP2097,Groessen,GM0226,Duiven,CR15,Arnhem/Nijmegen
WP2098,Loo Gld,GM0226,Duiven,CR15,Arnhem/Nijmegen
WP2099,Amstenrade,GM1954,Beekdaelen,CR39,Zuid-Limburg
WP2100,Doenrade,GM1954,Beekdaelen,CR39,Zuid-Limburg
WP2101,Oirsbeek,GM1954,Beekdaelen,CR39,Zuid-Limburg
WP2102,Puth,GM1954,Beekdaelen,CR39,Zuid-Limburg
WP2103,Schinnen,GM1954,Beekdaelen,CR39,Zuid-Limburg
WP2104,Sweikhuizen,GM1954,Beekdaelen,CR39,Zuid-Limburg
WP2105,Lexmond,GM1961,Vijfheerenlanden,CR17,Utrecht
WP2106,Ameide,GM1961,Vijfheerenlanden,CR17,Utrecht
WP2107,Tienhoven aan de Lek,GM1961,Vijfheerenlanden,CR17,Utrecht
WP2108,Meerkerk,GM1961,Vijfheerenlanden,CR17,Utrecht
WP2109,Hei- en Boeicop,GM1961,Vijfheerenlanden,CR17,Utrecht
WP2110,Leerbroek,GM1961,Vijfheerenlanden,CR17,Utrecht
WP2111,Nieuwland,GM1961,Vijfheerenlanden,CR17,Utrecht
WP2112,Leiderdorp,GM0547,Leiderdorp,CR25,Agglomeratie Leiden en Bollenstreek
WP2113,Oostzaan,GM0431,Oostzaan,CR23,Groot-Amsterdam
WP2114,Aduard,GM1969,Westerkwartier,CR03,Overig Groningen
WP2115,Briltil,GM1969,Westerkwartier,CR03,Overig Groningen
WP2116,Den Ham,GM1969,Westerkwartier,CR03,Overig Groningen
WP2117,Den Horn,GM1969,Westerkwartier,CR03,Overig Groningen
WP2118,Grijpskerk,GM1969,Westerkwartier,CR03,Overig Groningen
WP2119,Kommerzijl,GM1969,Westerkwartier,CR03,Overig Groningen
WP2120,Lauwerzijl,GM1969,Westerkwartier,CR03,Overig Groningen
WP2121,Niehove,GM1969,Westerkwartier,CR03,Overig Groningen
WP2122,Niezijl,GM1969,Westerkwartier,CR03,Overig Groningen
